"","lga","month","household","individual","male","female","infant","child","youth","adult","elderly"
"768","KALA BALGE","2018-01",9698,55597,26435,29162,6116,9451,15567,21127,3336
"769","KALA BALGE","2018-04",9427,55973,27062,28911,5409,10497,21306,12952,5809
"770","KALA BALGE","2018-06",9463,56172,27237,28935,4957,10566,20538,14919,5192
"771","KALA BALGE","2018-07",9944,60563,28203,32360,4497,11022,18911,23952,2181
"772","KALA BALGE","2018-10",9660,57115,27301,29814,5412,10712,21692,13235,6064
"773","KALA BALGE","2019-08",10878,40519,18148,22371,2711,7578,11636,16684,1910
"774","KALA BALGE","2019-11",10819,40118,18679,21439,2639,6021,11571,17981,1906
"775","KALA BALGE","2020-01",10625,39856,17937,21919,2789,4383,14346,16739,1599
"776","KALTUNGO","2016-11",134,989,508,481,75,203,323,386,2
"777","KALTUNGO","2016-12",134,999,508,491,75,204,327,391,2
"778","KALTUNGO","2017-02",123,920,476,444,75,188,296,359,2
"779","KALTUNGO","2017-04",123,955,488,467,75,193,301,384,2
"780","KALTUNGO","2017-05",117,924,479,445,74,193,287,368,2
"781","KALTUNGO","2017-06",127,993,509,484,78,201,306,406,2
"782","KALTUNGO","2017-09",140,1065,547,518,78,213,335,437,2
"783","KALTUNGO","2017-11",143,1078,552,526,75,220,338,443,2
"784","KARASAWA","2016-11",721,5931,2290,3641,511,626,867,3327,600
"785","KARASAWA","2016-12",712,5325,2366,2959,517,719,1117,2305,667
"786","KARASAWA","2017-02",690,5857,2531,3326,761,993,1287,1968,848
"787","KARASAWA","2017-04",651,4930,1937,2993,357,493,1154,2384,542
"788","KARASAWA","2017-05",638,4817,1891,2926,329,506,1096,2292,594
"789","KARASAWA","2017-06",608,4887,1842,3045,379,537,1070,2353,548
"790","KARASAWA","2017-09",576,4381,1653,2728,348,522,1104,1973,434
"791","KARASAWA","2017-11",605,5793,2094,3699,500,718,1134,3066,375
"792","KARIM-LAMIDO","2016-11",54,249,122,127,11,37,59,133,9
"793","KARIM-LAMIDO","2016-12",54,249,122,127,11,37,59,133,9
"794","KARIM-LAMIDO","2017-02",56,259,128,131,11,35,69,137,7
"795","KARIM-LAMIDO","2017-04",52,247,119,128,9,38,69,127,4
"796","KARIM-LAMIDO","2017-05",49,232,114,118,8,36,61,124,3
"797","KARIM-LAMIDO","2017-06",47,224,113,111,8,33,60,120,3
"798","KARIM-LAMIDO","2017-09",46,221,112,109,8,32,60,118,3
"799","KARIM-LAMIDO","2017-11",42,199,103,96,6,26,56,106,5
"800","KARU","2015-07",23,159,0,0,0,0,0,0,0
"801","KARU","2015-09",400,1908,835,1073,78,125,460,1187,58
"802","KARU","2015-11",446,2453,1086,1367,86,263,598,1440,66
"803","KARU","2016-01",446,2402,1015,1387,80,255,450,1573,44
"804","KARU","2016-03",455,2518,1074,1444,91,273,482,1618,54
"805","KARU","2016-08",466,2572,1101,1471,105,277,498,1640,52
"806","KATAGUM","2016-11",559,3286,1404,1882,195,559,1277,1182,73
"807","KATAGUM","2016-12",553,3267,1393,1874,199,558,1270,1137,103
"808","KATAGUM","2017-02",571,3339,1425,1914,222,579,1279,1150,109
"809","KATAGUM","2017-04",536,3253,1381,1872,224,573,1234,1114,108
"810","KATAGUM","2017-05",482,2929,1238,1691,206,508,1092,1028,95
"811","KATAGUM","2017-06",448,2639,1145,1494,166,442,959,985,87
"812","KATAGUM","2017-09",568,3200,1454,1746,200,495,1161,1239,105
"813","KATAGUM","2017-11",678,3608,1647,1961,228,570,1265,1421,124
"814","KIRFI","2016-11",66,466,216,250,32,78,155,186,15
"815","KIRFI","2016-12",67,471,217,254,36,81,147,192,15
"816","KIRFI","2017-02",66,465,222,243,33,85,165,168,14
"817","KIRFI","2017-04",66,466,223,243,33,81,159,180,13
"818","KIRFI","2017-05",63,437,209,228,30,76,150,168,13
"819","KIRFI","2017-06",63,437,209,228,32,77,151,164,13
"820","KIRFI","2017-09",57,398,195,203,29,58,130,170,11
"821","KIRFI","2017-11",57,398,197,201,29,58,131,169,11
"822","KOKONA","2015-07",18,244,0,0,0,0,0,0,0
"823","KONDUGA","2015-03",891,8016,1078,6938,20,126,816,3782,3272
"824","KONDUGA","2015-06",2920,14200,5830,8370,1235,1360,3205,6400,2000
"825","KONDUGA","2015-07",4349,37070,17748,19322,1393,11189,12099,10566,1823
"826","KONDUGA","2015-09",3369,25270,9405,15865,870,4057,8980,9972,1391
"827","KONDUGA","2015-11",2976,22319,7859,14460,952,2021,4157,14151,1038
"828","KONDUGA","2016-01",3528,26297,10635,15662,1864,4445,7315,10984,1689
"829","KONDUGA","2016-03",6193,40805,17540,23265,3418,6429,11744,14371,4843
"830","KONDUGA","2016-08",11383,61071,22962,38109,4421,12340,18052,22670,3588
"831","KONDUGA","2016-10",10981,62067,23409,38658,3805,12115,19977,22729,3441
"832","KONDUGA","2016-11",16445,89733,34839,54894,5347,15979,30147,31635,6625
"833","KONDUGA","2016-12",16394,90514,34536,55978,5279,15114,30053,32525,7543
"834","KONDUGA","2017-02",17151,95799,40337,55462,4786,16299,33922,35371,5421
"835","KONDUGA","2017-04",19258,101267,41501,59766,6903,16260,37708,34280,6116
"836","KONDUGA","2017-05",19626,107517,43880,63637,7247,17384,38384,37780,6722
"837","KONDUGA","2017-06",19333,105645,47083,58562,5901,22058,32478,38318,6890
"838","KONDUGA","2017-09",20034,109885,48207,61678,6248,18173,38963,40438,6063
"839","KONDUGA","2017-11",20361,113288,48131,65157,7686,19959,39295,41932,4416
"840","KONDUGA","2018-01",17581,89872,39631,50241,6106,15170,31974,31745,4877
"841","KONDUGA","2018-04",16029,84786,36974,47812,6102,14842,29552,29550,4740
"842","KONDUGA","2018-06",15410,84396,36858,47538,6671,14648,29269,29506,4302
"843","KONDUGA","2018-07",14136,81106,36274,44832,5622,16631,23876,32542,2435
"844","KONDUGA","2018-10",13456,77244,33653,43591,5312,15409,23850,30120,2553
"845","KONDUGA","2018-11",15381,80074,35091,44983,5533,16211,24972,30644,2714
"846","KONDUGA","2019-05",18009,86940,37578,49362,5256,10028,27841,40644,3171
"847","KONDUGA","2019-07",18659,90537,40705,49832,6040,13890,25901,41480,3226
"848","KONDUGA","2019-08",18318,88570,39849,48721,6191,14308,23821,40971,3279
"849","KONDUGA","2019-11",18179,87873,39542,48331,6144,14172,24187,40107,3263
"850","KONDUGA","2020-01",18204,87740,39461,48279,6137,14053,24093,40241,3216
"851","KUJE","2015-07",54,432,0,0,0,0,0,0,0
"852","KUKAWA","2016-12",2788,14063,6257,7806,654,1640,4599,6225,945
"853","KUKAWA","2017-02",3245,16430,7466,8964,1180,3190,5502,5387,1171
"854","KUKAWA","2017-04",3213,16485,7503,8982,1254,2914,5147,6165,1005
"855","KUKAWA","2017-05",2905,14523,6542,7981,1023,2650,4404,5565,881
"856","KUKAWA","2017-06",2706,13821,6280,7541,945,2715,3915,5564,682
"857","KUKAWA","2017-09",1716,9122,4207,4915,482,1895,2525,3665,555
"858","KUKAWA","2017-11",1956,9543,4232,5311,397,1745,2597,4276,528
"859","KUKAWA","2018-01",364,1360,677,683,48,242,398,578,94
"860","KUKAWA","2018-04",369,1379,633,746,67,245,287,723,57
"861","KUKAWA","2018-06",386,1472,644,828,72,266,301,785,48
"862","KUKAWA","2018-07",367,1316,616,700,45,226,297,691,57
"863","KUKAWA","2018-10",511,2009,961,1048,43,374,449,1091,52
"864","KUMBOTSO","2015-11",20,100,100,0,0,0,100,0,0
"865","KUMBOTSO","2016-01",20,100,100,0,0,0,100,0,0
"866","KUMBOTSO","2016-03",20,200,200,0,0,0,200,0,0
"867","KUMBOTSO","2016-08",20,200,200,0,0,20,180,0,0
"868","KURMI","2016-11",150,988,393,595,80,184,343,353,28
"869","KURMI","2016-12",150,988,396,592,82,182,344,333,47
"870","KURMI","2017-02",59,326,140,186,19,69,127,93,18
"871","KURMI","2017-04",69,346,159,187,29,53,98,128,38
"872","KURMI","2017-05",81,407,183,224,49,96,122,106,34
"873","KURMI","2017-06",86,432,180,252,39,99,142,111,41
"874","KURMI","2017-09",61,303,140,163,25,49,88,135,6
"875","KURMI","2017-11",61,303,124,179,22,60,84,97,40
"876","KWAMI","2016-11",210,1328,615,713,43,155,653,449,28
"877","KWAMI","2016-12",206,1305,628,677,61,214,589,415,26
"878","KWAMI","2017-02",191,1181,588,593,59,213,443,437,29
"879","KWAMI","2017-04",208,1235,607,628,60,210,451,485,29
"880","KWAMI","2017-05",210,1243,598,645,53,183,472,507,28
"881","KWAMI","2017-06",198,1124,565,559,65,216,369,458,16
"882","KWAMI","2017-09",242,1318,652,666,67,231,412,560,48
"883","KWAMI","2017-11",318,1901,910,991,82,292,715,717,95
"884","KWAYA / KUSAR","2016-11",357,2342,1066,1276,219,455,626,931,111
"885","KWAYA / KUSAR","2016-12",343,2250,1025,1225,215,434,601,896,104
"886","KWAYA / KUSAR","2017-02",469,2700,1231,1469,298,523,720,1028,131
"887","KWAYA / KUSAR","2017-04",458,2639,1203,1436,292,521,696,1001,129
"888","KWAYA / KUSAR","2017-05",510,2939,1339,1600,342,571,786,1099,141
"889","KWAYA / KUSAR","2017-06",505,2901,1340,1561,383,591,750,1017,160
"890","KWAYA / KUSAR","2017-09",522,2983,1371,1612,388,585,737,1108,165
"891","KWAYA / KUSAR","2017-11",557,3152,1471,1681,323,642,840,1143,204
"892","LAFIA","2015-07",155,919,0,0,0,0,0,0,0
"893","LAFIA","2015-09",625,5054,2514,2540,116,415,1618,2499,406
"894","LAFIA","2015-11",129,573,322,251,9,92,192,265,15
"895","LAFIA","2016-01",129,573,312,261,9,47,146,331,40
"896","LAFIA","2016-03",190,742,313,429,14,59,107,538,24
"897","LAFIA","2016-08",305,2231,1140,1091,560,543,466,407,255
"898","LAMURDE","2016-11",85,586,241,345,42,66,119,269,90
"899","LAMURDE","2016-12",81,571,225,346,35,72,142,227,95
"900","LAMURDE","2017-02",76,546,211,335,30,62,114,185,155
"901","LAMURDE","2017-04",73,529,178,351,35,65,110,220,99
"902","LAMURDE","2017-05",76,536,189,347,33,58,104,210,131
"903","LAMURDE","2017-06",82,588,212,376,34,96,148,196,114
"904","LAMURDE","2017-09",80,579,230,349,23,57,92,252,155
"905","LAMURDE","2017-11",69,517,182,335,37,67,100,202,111
"906","LAU","2015-09",820,5036,2457,2579,477,891,1270,1516,882
"907","LAU","2016-11",72,595,260,335,44,105,159,226,61
"908","LAU","2016-12",72,595,287,308,15,65,253,230,32
"909","LAU","2017-02",924,5163,2148,3015,219,658,1639,2352,295
"910","LAU","2017-04",189,1073,446,627,42,205,363,407,56
"911","LAU","2017-05",170,955,396,559,22,98,364,405,66
"912","LAU","2017-06",182,923,390,533,23,119,363,365,53
"913","LAU","2017-09",157,905,397,508,41,152,309,345,58
"914","LAU","2017-11",116,701,330,371,25,95,261,283,37
"915","LAU","2018-01",435,2553,1173,1380,125,483,1022,793,130
"916","LAU","2018-04",290,1383,601,782,46,113,325,829,70
"917","LAU","2018-10",165,885,386,499,28,68,242,466,81
"918","MACHINA","2016-11",188,1259,591,668,163,211,364,326,195
"919","MACHINA","2016-12",228,1299,596,703,188,210,519,228,154
"920","MACHINA","2017-02",228,1299,608,691,215,184,377,332,191
"921","MACHINA","2017-04",152,1176,538,638,147,209,393,311,116
"922","MACHINA","2017-05",143,1149,566,583,144,192,358,289,166
"923","MACHINA","2017-06",140,1126,554,572,145,192,352,264,173
"924","MACHINA","2017-09",137,1113,538,575,125,180,345,290,173
"925","MACHINA","2017-11",188,1087,519,568,129,203,373,205,177
"926","MADAGALI","2016-03",206,1304,659,645,34,111,436,708,15
"927","MADAGALI","2016-08",143,997,476,521,54,152,270,443,78
"928","MADAGALI","2016-10",39,195,98,97,7,25,42,93,28
"929","MADAGALI","2016-11",4216,21080,11352,9728,376,3509,6354,10117,724
"930","MADAGALI","2016-12",3767,18835,9211,9624,601,2839,6389,7747,1259
"931","MADAGALI","2017-02",3747,18735,9326,9409,1692,3040,7244,5084,1675
"932","MADAGALI","2017-04",3726,18695,8918,9777,353,3332,5757,9028,225
"933","MADAGALI","2017-05",3710,18667,7638,11029,550,3635,5510,8605,367
"934","MADAGALI","2017-06",3699,18515,7338,11177,353,3027,6048,8934,153
"935","MADAGALI","2017-09",3671,18355,7280,11075,348,3537,6971,7360,139
"936","MADAGALI","2017-11",3869,19345,7711,11634,400,4106,6433,8194,212
"937","MAFA","2016-10",300,1502,622,880,31,59,554,743,115
"938","MAFA","2016-11",1370,6990,2970,4020,169,1692,2236,2680,213
"939","MAFA","2016-12",1380,7490,3108,4382,172,1740,2254,3055,269
"940","MAFA","2017-02",1801,10812,5553,5259,814,2522,2683,4597,196
"941","MAFA","2017-04",2127,12762,5527,7235,1610,2475,3062,4849,766
"942","MAFA","2017-05",2266,6462,2914,3548,258,1420,1987,2276,521
"943","MAFA","2017-06",2333,6876,3241,3635,421,1366,2076,2416,597
"944","MAFA","2017-09",2101,9366,4255,5111,683,2006,2799,3268,610
"945","MAFA","2017-11",2213,10556,4506,6050,624,2191,2756,4675,310
"946","MAFA","2018-01",1979,9417,4456,4961,1039,2148,2665,2900,665
"947","MAFA","2018-04",1985,9444,4266,5178,848,2148,2671,3106,671
"948","MAFA","2018-06",2239,10662,4797,5865,700,2353,2612,4144,853
"949","MAFA","2018-07",2239,10675,4803,5872,854,1815,3096,4269,641
"950","MAFA","2018-10",2283,10939,4922,6017,875,2516,2954,3829,765
"951","MAFA","2018-11",2300,10972,4936,6036,658,2633,3182,3621,878
"952","MAFA","2019-05",2314,11029,4962,6067,551,2426,3199,4632,221
"953","MAFA","2019-07",2340,11094,4993,6101,555,2108,3550,4659,222
"954","MAFA","2019-08",2348,11270,5071,6199,564,2141,3607,4733,225
"955","MAFA","2019-11",2356,11308,5092,6216,565,2148,3618,4749,228
"956","MAFA","2020-01",2378,11377,5123,6254,568,2161,3640,4778,230
"957","MAGUMERI","2016-11",493,2550,1191,1359,281,587,891,740,51
"958","MAGUMERI","2016-12",495,2550,1016,1534,153,714,612,943,128
"959","MAGUMERI","2017-02",2439,14017,6630,7387,871,2473,4309,6034,330
"960","MAGUMERI","2017-04",3264,17858,8432,9426,1084,4081,5193,6395,1105
"961","MAGUMERI","2017-05",3371,18277,8409,9868,1041,4330,5243,6552,1111
"962","MAGUMERI","2017-06",3416,18378,9685,8693,490,4618,6134,6840,296
"963","MAGUMERI","2017-09",3364,18347,9386,8961,604,2359,7737,7264,383
"964","MAGUMERI","2017-11",3472,18858,8921,9937,630,2419,8007,7390,412
"965","MAGUMERI","2018-01",1570,8010,3894,4116,440,1692,2523,3095,260
"966","MAGUMERI","2018-04",1775,8753,4116,4637,475,2085,2194,3677,322
"967","MAGUMERI","2018-06",1775,8751,4132,4619,467,1975,2322,3700,287
"968","MAGUMERI","2018-07",1775,8748,4169,4579,467,1975,2322,3698,286
"969","MAGUMERI","2018-10",1842,8993,4321,4672,495,2030,2366,3808,294
"970","MAGUMERI","2018-11",1852,9058,4245,4813,418,2001,2296,4062,281
"971","MAGUMERI","2019-05",1888,9259,4263,4996,272,1917,2636,4148,286
"972","MAGUMERI","2019-07",1894,9285,3682,5603,464,1950,3063,3622,186
"973","MAGUMERI","2019-08",1891,9281,4166,5115,464,1855,2876,3807,279
"974","MAGUMERI","2019-11",1872,9091,4088,5003,455,1818,2817,3727,274
"975","MAGUMERI","2020-01",1877,9112,4174,4938,455,1001,3460,4009,187
"976","MAIDUGURI","2015-01",12401,106981,38093,68888,2219,24262,28884,50518,1098
"977","MAIDUGURI","2015-03",12705,95050,36465,58585,11195,20668,26319,25513,11355
"978","MAIDUGURI","2015-06",9356,71569,25660,45909,3012,8781,21119,35228,3429
"979","MAIDUGURI M. C.","2015-07",8736,62103,28686,33417,2631,10265,20891,25999,2317
"980","MAIDUGURI M. C.","2015-09",10610,67891,29399,38492,2485,15320,18721,28087,3278
"981","MAIDUGURI M. C.","2015-11",10299,73138,26973,46165,3621,8438,26111,31299,3669
"982","MAIDUGURI M. C.","2016-01",13516,71078,31871,39207,3391,11229,23915,27925,4618
"983","MAIDUGURI M. C.","2016-03",8613,57126,27233,29893,3563,7773,19450,21293,5047
"984","MAIDUGURI M. C.","2016-08",12781,57129,25024,32105,2871,10141,20545,21273,2299
"985","MAIDUGURI M. C.","2016-10",11912,52809,22023,30786,3587,7204,20726,18839,2453
"986","MAIDUGURI M. C.","2016-11",89282,473577,204043,269534,21808,87145,147974,195467,21183
"987","MAIDUGURI M. C.","2016-12",83087,445314,192285,253029,35835,85180,132837,172537,18925
"988","MAIDUGURI M. C.","2017-02",72410,395847,168366,227481,25704,69370,142489,136733,21551
"989","MAIDUGURI M. C.","2017-04",73638,384964,164921,220043,24438,68194,138747,135286,18299
"990","MAIDUGURI M. C.","2017-05",65569,345759,149462,196297,22541,66341,114933,125226,16718
"991","MAIDUGURI M. C.","2017-06",60296,308784,133516,175268,22333,54983,101547,115281,14640
"992","MAIDUGURI M. C.","2017-09",53582,275720,121358,154362,20969,51091,101746,86702,15212
"993","MAIDUGURI M. C.","2017-11",51961,265782,118879,146903,21608,48192,93629,88775,13578
"994","MAIDUGURI M. C.","2018-01",15009,67766,29461,38305,5076,9714,26279,23424,3273
"995","MAIDUGURI M. C.","2018-04",15988,70629,29878,40751,5585,10224,27902,23344,3574
"996","MAIDUGURI M. C.","2018-06",15811,70820,30322,40498,5146,10782,24286,27807,2799
"997","MAIDUGURI M. C.","2018-07",15425,69118,31162,37956,4252,11918,22071,28346,2531
"998","MAIDUGURI M. C.","2018-10",14876,61537,26021,35516,4644,9874,20786,24279,1954
"999","MAIDUGURI M. C.","2018-11",22869,89562,37759,51803,6445,17398,29671,33432,2616
"1000","MAIDUGURI M. C.","2019-05",19731,82269,34670,47599,5529,13375,28646,32069,2650
"1001","MAIDUGURI M. C.","2019-07",22487,98736,41186,57550,6772,16354,34145,37943,3522
"1002","MAIDUGURI M. C.","2019-08",22451,98743,44141,54602,5945,16027,33837,39744,3190
"1003","MAIDUGURI M. C.","2019-11",22573,98480,44569,53911,6798,15531,34126,38796,3229
"1004","MAIDUGURI M. C.","2020-01",22852,101543,46017,55526,6960,16122,34983,40191,3287
"1005","MAIHA","2016-11",1732,15588,7064,8524,1267,3373,6003,4281,664
"1006","MAIHA","2016-12",1727,15543,7428,8115,1194,2552,5115,5247,1435
"1007","MAIHA","2017-02",1709,15381,7338,8043,1123,2906,5872,4549,931
"1008","MAIHA","2017-04",1681,15291,7346,7945,1458,2427,5070,5191,1145
"1009","MAIHA","2017-05",1663,15122,7217,7905,1447,2270,5046,5127,1232
"1010","MAIHA","2017-06",1645,14960,7296,7664,1337,1959,4790,5381,1493
"1011","MAIHA","2017-09",1629,14887,7268,7619,714,2527,6480,4402,764
"1012","MAIHA","2017-11",1635,14924,7485,7439,617,2739,5387,5436,745
"1013","MAKURDI","2015-11",40,439,246,193,8,58,210,156,7
"1014","MAKURDI","2016-01",95,841,380,461,26,119,166,505,25
"1015","MAKURDI","2016-03",6,38,16,22,7,4,6,16,5
"1016","MAKURDI","2016-08",4,29,14,15,5,6,6,7,5
"1017","MAYO-BELWA","2019-05",63,410,186,224,9,87,139,170,5
"1018","MAYO - BELWA","2016-11",59,426,225,201,38,95,199,87,7
"1019","MAYO - BELWA","2016-12",59,426,225,201,38,95,199,87,7
"1020","MAYO - BELWA","2017-02",56,411,217,194,35,93,196,80,7
"1021","MAYO - BELWA","2017-04",56,411,225,186,35,93,196,80,7
"1022","MAYO - BELWA","2017-05",52,367,186,181,18,67,158,118,6
"1023","MAYO - BELWA","2017-06",52,367,166,201,18,67,138,138,6
"1024","MAYO - BELWA","2017-09",52,367,168,199,18,65,142,136,6
"1025","MAYO - BELWA","2017-11",52,367,166,201,18,67,158,118,6
"1026","MAYO - BELWA","2018-07",275,2270,1012,1258,164,424,670,681,331
"1027","MAYO - BELWA","2018-10",108,629,248,381,20,142,147,307,13
"1028","MAYO - BELWA","2018-11",93,496,208,288,14,101,162,210,9
"1029","MAYO - BELWA","2019-07",71,475,207,268,24,90,160,175,26
"1030","MAYO - BELWA","2019-08",70,470,204,266,24,90,156,174,26
"1031","MAYO - BELWA","2019-11",70,470,204,266,24,90,156,174,26
"1032","MAYO - BELWA","2020-01",70,470,204,266,24,90,156,174,26
"1033","MICHIKA","2015-07",125,902,247,655,67,125,320,360,30
"1034","MICHIKA","2016-03",24,85,42,43,5,16,23,36,5
"1035","MICHIKA","2016-11",5446,27230,14293,12937,542,4850,8625,12567,646
"1036","MICHIKA","2016-12",5435,27171,12399,14772,1706,5193,7709,11204,1359
"1037","MICHIKA","2017-02",5400,26999,12223,14776,1890,4648,7382,10896,2183
"1038","MICHIKA","2017-04",5239,26438,11896,14542,1840,4057,7066,11436,2039
"1039","MICHIKA","2017-05",5198,26159,11830,14329,1852,4038,7314,11156,1799
"1040","MICHIKA","2017-06",5225,26179,11908,14271,1807,4313,7140,11047,1872
"1041","MICHIKA","2017-09",5221,26152,11823,14329,2057,4597,6873,10410,2215
"1042","MICHIKA","2017-11",5223,26161,11651,14510,1848,4187,6675,11376,2075
"1043","MISAU","2016-11",521,2130,1109,1021,215,448,461,723,283
"1044","MISAU","2016-12",532,2164,1161,1003,244,469,452,700,299
"1045","MISAU","2017-02",501,1975,1000,975,215,480,555,548,177
"1046","MISAU","2017-04",499,1946,1053,893,236,473,604,465,168
"1047","MISAU","2017-05",483,1873,1000,873,173,316,487,744,153
"1048","MISAU","2017-06",475,1849,1034,815,190,353,612,539,155
"1049","MISAU","2017-09",375,1470,782,688,186,314,448,414,108
"1050","MISAU","2017-11",372,1459,736,723,153,304,442,454,106
"1051","MISAU","2018-10",14,96,35,61,7,25,21,41,2
"1052","MISAU","2018-11",14,96,35,61,7,25,21,41,2
"1053","MISAU","2019-05",14,96,35,61,7,25,21,41,2
"1054","MISAU","2019-07",14,96,35,61,7,25,21,41,2
"1055","MISAU","2019-08",14,96,35,61,7,25,21,41,2
"1056","MISAU","2019-11",14,96,35,61,7,25,21,41,2
"1057","MISAU","2020-01",14,96,35,61,7,25,21,41,2
"1058","MOBBAR","2017-02",1220,6100,2732,3368,391,1345,1601,2686,77
"1059","MOBBAR","2017-04",1398,9493,4776,4717,977,1941,3094,2854,627
"1060","MOBBAR","2017-05",1782,8910,4236,4674,899,2119,2571,2785,536
"1061","MOBBAR","2017-06",1695,8453,3972,4481,883,1748,2397,2789,636
"1062","MOBBAR","2017-09",1630,8154,3475,4679,408,1878,2447,3098,323
"1063","MOBBAR","2017-11",1578,7845,3356,4489,312,1726,2117,3451,239
"1064","MONGUNO","2016-08",12648,64403,29211,35192,4386,15288,17733,21587,5409
"1065","MONGUNO","2016-10",11742,63490,27739,35751,4192,14249,16319,23847,4883
"1066","MONGUNO","2016-11",15120,88650,41043,47607,6108,24278,24694,30434,3136
"1067","MONGUNO","2016-12",23430,135463,59064,76399,8498,33608,29517,56658,7182
"1068","MONGUNO","2017-02",21902,121514,53474,68040,4911,23054,40120,47499,5930
"1069","MONGUNO","2017-04",20529,122809,54008,68801,12485,24908,41951,35715,7750
"1070","MONGUNO","2017-05",20641,123277,59514,63763,9905,22236,38715,45810,6611
"1071","MONGUNO","2017-06",20766,122770,56734,66036,8723,20535,38232,48698,6582
"1072","MONGUNO","2017-09",20787,122843,58907,63936,8675,20646,38343,48854,6325
"1073","MONGUNO","2017-11",20679,122997,54800,68197,4803,22538,38325,51976,5355
"1074","MONGUNO","2018-01",18616,112626,48070,64556,4506,23652,36036,45049,3383
"1075","MONGUNO","2018-04",19987,116482,56029,60453,5528,24796,37296,45784,3078
"1076","MONGUNO","2018-06",20098,117097,46881,70216,6287,25484,37063,44745,3518
"1077","MONGUNO","2018-07",19826,116720,51315,65405,7001,21859,33885,50470,3505
"1078","MONGUNO","2018-10",25682,129392,58270,71122,5175,27172,41405,51757,3883
"1079","MONGUNO","2018-11",26482,132144,58757,73387,5285,27750,42281,52864,3964
"1080","MONGUNO","2019-05",29205,139669,64888,74781,5583,27734,45896,56254,4202
"1081","MONGUNO","2019-07",29317,140991,63429,77562,5635,28196,46527,56394,4239
"1082","MONGUNO","2019-08",29612,141884,64726,77158,5772,28189,46894,56705,4324
"1083","MONGUNO","2019-11",33584,116537,50959,65578,4685,18999,36360,49162,7331
"1084","MONGUNO","2020-01",33592,116599,50979,65620,4703,19011,36377,49183,7325
"1085","MUBI NORTH","2016-11",2380,12099,4217,7882,259,2670,4053,4769,348
"1086","MUBI NORTH","2016-12",2260,11124,5706,5418,44,3606,3157,4274,43
"1087","MUBI NORTH","2017-02",2283,11280,4788,6492,265,2285,3532,4775,423
"1088","MUBI NORTH","2017-04",2283,11427,5532,5895,559,2816,3664,3782,606
"1089","MUBI NORTH","2017-05",2248,10981,5156,5825,720,2558,3028,3780,895
"1090","MUBI NORTH","2017-06",2221,10877,5356,5521,898,2229,2862,3652,1236
"1091","MUBI NORTH","2017-09",2213,10889,5272,5617,680,2177,3486,3691,855
"1092","MUBI NORTH","2017-11",2087,10529,5207,5322,480,2225,3042,4031,751
"1093","MUBI SOUTH","2015-01",42,357,160,197,40,35,108,174,0
"1094","MUBI SOUTH","2015-09",55,180,102,78,8,13,62,90,7
"1095","MUBI SOUTH","2015-11",15,61,30,31,7,11,22,20,1
"1096","MUBI SOUTH","2016-01",134,475,147,328,20,59,69,191,136
"1097","MUBI SOUTH","2016-03",49,245,108,137,13,36,63,106,27
"1098","MUBI SOUTH","2016-08",141,370,138,232,12,40,42,263,13
"1099","MUBI SOUTH","2016-11",1166,5601,2861,2740,172,1253,1852,2143,181
"1100","MUBI SOUTH","2016-12",1165,5628,2835,2793,171,1131,1902,2232,192
"1101","MUBI SOUTH","2017-02",1086,5241,2439,2802,132,1434,1769,1742,164
"1102","MUBI SOUTH","2017-04",1125,5360,2634,2726,140,1225,1831,2052,112
"1103","MUBI SOUTH","2017-05",1373,6346,3055,3291,133,1490,2231,2396,96
"1104","MUBI SOUTH","2017-06",1290,6048,2969,3079,154,1355,1764,2662,113
"1105","MUBI SOUTH","2017-09",1256,5883,2947,2936,124,1273,1800,2578,108
"1106","MUBI SOUTH","2017-11",1166,5687,2905,2782,136,1260,1716,2467,108
"1107","MUBI SOUTH","2018-04",22,49,22,27,0,12,11,26,0
"1108","MUBI SOUTH","2018-06",14,30,7,23,3,5,3,19,0
"1109","MUBI SOUTH","2018-07",29,63,7,56,3,6,23,28,3
"1110","MUBI SOUTH","2018-10",34,67,28,39,8,11,28,18,2
"1111","MUBI SOUTH","2018-11",9,26,14,12,0,8,7,9,2
"1112","MUBI SOUTH","2019-05",6,19,10,9,0,3,11,5,0
"1113","MUBI SOUTH","2019-07",3,13,5,8,0,4,5,4,0
"1114","MUBI SOUTH","2019-08",3,3,2,1,0,0,0,3,0
"1115","MUBI SOUTH","2019-11",3,3,2,1,0,0,0,3,0
"1116","MUNICIPAL","2015-07",1046,5741,946,1024,218,416,653,673,10
"1117","MUNICIPAL","2015-09",1201,8467,3447,5020,146,798,1486,5963,74
"1118","MUNICIPAL","2015-11",1165,7077,2576,4501,143,763,1513,4593,65
"1119","MUNICIPAL","2016-01",1363,8478,4024,4454,674,1637,2440,2854,873
"1120","MUNICIPAL","2016-03",1429,9447,3962,5485,127,961,2936,4610,813
"1121","MUNICIPAL","2016-08",1499,9862,4742,5120,547,2847,3115,3189,164
"1122","NAFADA","2016-11",445,1769,898,871,42,231,763,702,31
"1123","NAFADA","2016-12",445,1769,898,871,42,231,763,702,31
"1124","NAFADA","2017-02",437,1740,891,849,42,231,753,683,31
"1125","NAFADA","2017-04",437,1814,923,891,42,231,773,730,38
"1126","NAFADA","2017-05",423,1764,890,874,46,242,727,718,31
"1127","NAFADA","2017-06",413,1705,871,834,39,218,735,680,33
"1128","NAFADA","2017-09",404,1699,860,839,43,239,677,707,33
